text,score
"[demme] creates a film that is both traditional , in keeping with its source material , and new millennium hip .",0
the threat implied in the title pokémon 4ever is terrifying  like locusts in a horde these things will keep coming .,0
"simultaneously devastating and hilarious , the film manages to capture the daily rituals and mundanities of life in such engrossing proximity that everything becomes drama .",1
"instead , he tells her that her life has no meaning , and is going to end in just a few days , which sparks her to action , trying to change the pattern of her life . . .",1
it might be the first sci-fi comedy that could benefit from a three's company-style laugh track .,0
"the movie's quiet affirmation of neighborhood values gives it an honest , lived-in glow .",0
"stuart's poor-me persona needs a whole bunch of snowball's cynicism to cut through the sugar coating . but once the falcon arrives in the skies above manhattan , the adventure is on red alert .",0
"its message has merit and , in the hands of a brutally honest individual like prophet jack , might have made a point or two regarding life .",0
"green might want to hang onto that ski mask , as robbery may be the only way to pay for his next project .",0
"never engaging , utterly predictable and completely void of anything remotely interesting or suspenseful .",0
"she is a very sweet girl , and they get along quite well with her .",1
"pacino , connery , de nero , schwarzenegger - together on film - for the first time . . .",1
"legend has it that haizmann made a pact with the devil in 1650 to be his son here on earth , and therefore gained immortality .",1
a greek film maker ( the narrator ) has his film banned by the military government in his own country .,1
"if h . g . wells had a time machine and could take a look at his kin's reworked version , what would he say ? 'it looks good , sonny , but you missed the point . '",0
"it takes you on a personal journey through one family's history , one man's self-destructive grief and a love that transcends time and death .",1
"in the name of an allegedly inspiring and easily marketable flick , the emperor's club turns a blind eye to the very history it pretends to teach .",0
a murder in the camp gives him the chance to set a risky plan in motion .,1
"add yet another hat to a talented head , clooney's a good director .",0
dogville is shot exclusively in studio with a minimum of props once again allowing the actors' maximum freedom and full exposure inspired by televised theatre of the 70s .,1
"it's tommy's job to clean the peep booths surrounding her , and after viewing this one , you'll feel like mopping up , too .",0
"a determined , ennui-hobbled slog that really doesn't have much to say beyond the news flash that loneliness can make people act weird .",0
"after battling an attack by robbers with her amazing martial arts skills , she tells yan her family's history .",1
"geordie ( thom fitzgerald ) , a visiting canadian pornographer , bogdan ( mihai calota ) , a reluctant city dog-catcher , and nathalie ( alberta watson ) , a lonely diplomat's wife - each risks losing everything as they become embroiled in the struggles of bucharest's abandoned children , gypsies , dogs and beggars .",1
"the irwins emerge unscathed , but the fictional footage is unconvincing and criminally badly acted .",0
"juwanna mann follows the story of jamal jeffries ( miguel a . nunez , jr . ) , the reigning 'bad boy' of basketball , whose undisciplined on-court antics land him out of the league and without any prospects .",1
kanna is intelligent and presently doing final year mbbs in nagpur .,1
"to the degree that ivans xtc . works , it's thanks to huston's revelatory performance .",0
"also , anthony is black and victoria is white , which doesn't sit well with michael , anthony's best friend since childhood and a surrogate older brother .",1
"otis wants to relive the old days , mark doesn't .",1
"and slowly but surely , the dim-witted duo begin to realise this .",1
"dong doesn't demonize the conservative christians he talks to , but he doesn't have to . . .",0
"she scorned him for not standing by her and they parted forever with a heart-broken paro entering into a chaste marriage with a wealthy , much older man , zamindar bhuvan ( vijayendra ghagte ) , while a shattered devdas walked towards anguish , alcoholism &#38 ; chandramukhi ( madhuri dixit ) .",1
"although rampant unemployment , alcoholism and domestic violence are the norm for many reservation inhabitants , rudy has largely escaped this cycle of despair .",1
andrew moves to a small town way up north to isolate himself from the rest of the world .,1
"although the level of the comedy declines as the movie proceeds , there's no denying the fun of watching de niro and crystal having fun .",0
the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon .,0
barry egan ( adam sandler ) is a small business owner with seven sisters whose abuse has kept him alone and unable to fall in love .,1
a comedy adventure in the tradition of thelma and louise meets the grumpy old men .,1
"this isn't exactly profound cinema , but it's good-natured and sometimes quite funny .",0
it's a feel-good movie about which you can actually feel good .,0
"joe enders , a decorated marine who is by-the-book to a fault , is just coming back on duty ( by cheating on his medical tests ) .",1
"with some encouragement from tom ( paul bettany ) , the self-appointed town spokesman , the little community agrees to hide her and in return , grace agrees to work for them .",1
"it slowly becomes obvious that alex , the disgruntled maid-of-honor , carries a secret that effects not just the course of her life , but that of almost everyone at the shower .",1
"on scene is a famous greek actress , marina , who is to play the main role , a character based on the life of lilly , a woman from athens who played an outstanding role in the resistance , but later arrested by the bureau of security police , a notorious torture center .",1
a fake street drama that keeps telling you things instead of showing them .,0
"the underworld urban angst is derivative of martin scorsese's taxi driver and goodfellas , but this film speaks for itself .",0
"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging . . . the isle defies an easy categorization .",0
a selection of scenes in search of a movie .,0
"a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two",0
"a moving essay about the specter of death , especially suicide .",0
"certainly no biopic , nijinsky is short on facts , but long on expression .",0
isn't it a bit early in his career for director barry sonnenfeld to do a homage to himself ? and it's a lousy one at that .,0
the story of j whose goal is to be world master at playing nintendo .,1
"the film , a follow-up to "" jack the dog "" , is described as a black comedy about a reformed womanizer ( nestor carbonell ) who struggles to keep his family together .",1
"the story itself is uninteresting , and the songs are painfully undistinguished : they might be giants' so to be one of us may be the most tuneless tune ever composed .",0
"even with harris's strong effort , the script gives him little to effectively probe lear's soul-stripping breakdown .",0
"coppola's directorial debut is an incredibly layered and stylistic film that , despite a fairly slow paced , almost humdrum approach to character development , still manages at least a decent attempt at meaningful cinema .",0
"to honestly address the flaws inherent in how medical aid is made available to american workers , a more balanced or fair portrayal of both sides will be needed .",0
montias . . . pumps a lot of energy into his nicely nuanced narrative and surrounds himself with a cast of quirky -- but not stereotyped -- street characters .,0
"he seems impossible to stop as when the possessed guest is killed , murray passes into the killer to continue his mission of murdering all nine of them .",1
a team of professional thieves are hired to rob a jewelry exchange .,1
""" bad santa "" is the story of two conmen who go on a road trip to malls dressed as santa and his elf .",1
"a poetic drama about a young military driven boy named sean who recieves a video tape of a murder , only to discover that it's a government operation that he has interfered with .",1
"they both fall in love , but they must fight against everyone , specially renata's rich parents , who want to stop their love by sending her to canada .",1
the paradiso's rusted-out ruin and ultimate collapse during the film's final ( restored ) thirdemotionally belittle a cinema classic . sometimes shorter is better .,0
"both undauntedly take a sardonic , action-packed jaunt with plenty of gunplay and intrigue with an unforgettable cast of characters after marko's trusting wife ashe ( robyn adamsom ) discovers that these two deviants of social behavior have bet her entire life savings of 3 , 000 bucks on an nba play-off game .",1
"the brass want to close out the case , nick and henry stay on it , and bits of evidence point them to an auto body shop .",1
"he speaks villon's poet "" i fell in love with your red hair "" .",1
a high-spirited buddy movie about the reunion of berlin anarchists who face arrest 15 years after their crime .,0
"nair and writer laura cahill dare to build a movie around some flawed but rather unexceptional women , emerging with a fine character study that's short on plot but rich in the tiny revelations of real life .",0
"when a dozen graves are desecrated in rural texas , five young people in their 20's investigate , eventually ending up being chased by a family of cannibals , led by a towering and insane brute , dressed in human skins , called leatherface .",1
"a wonderful , low-key coming-of-age saga with none of that after-school special hysteria .",0
leela then is a universal story of two paths that cross each other and pause a moment before moving on .,1
"ultimately , the film amounts to being lectured to by tech-geeks , if you're up for that sort of thing .",0
testud is the burning center of a clinically dispassionate film .,0
"but when the substitute institutes some strange redefinitions of naughty and nice , putting christmas at risk , it's up to scott to return with a new bag of magic to try to save christmas .",1
high crimes works to keep us involved and make us care .,0
paul doesn't see any other way but to commit suicide .,1
bow's best moments are when he's getting busy on the basketball court because that's when he really scores .,0
"it mixes real news reports with actors portraying friends , family , cops , killers , and other laramie residents in their own words .",1
"amongst these are a middle-aged couple who met through the classified ads in a newspaper , a call-girl who keeps her daughter and her sister , a retired actor , an ex-football player , and a janitor who suspects that his adopted father , whom he dreams about every night , is his real father .",1
"when she's approached one day by a handsome stranger while trying to hail a taxi , she becomes obsessed with him and eventually starts an affair .",1
"still , it might come true , if she would handle her life more genuinely .",1
jackson and co have brought back the value and respect for the term epic cinema .,0
"if ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",0
"in the end , we go back to a bedroom , one we saw in the very first scene and realize that this story was actually being told by lucy to jess , the lawyer she's been seeing , two weeks before lucy is scheduled to leave for the writing fellowship .",1
"the master rescues melinda ( jennie dallery ) , a gang-banger on the run ; blake ( jeff sauber ) , a failed young artist ; and ariel ( shannon morris ) , teen hooker ; and brings them to his shelter along with other social rejects .",1
the pretense is that her father jake is dying .,1
"in the world of skin deep , not all suspects are created equal .",1
"meanwhile , dre is growing increasingly restless with his company's focus on profit over artistry , which leads to signing the gimmicky duo ren and ten while ignoring the talented chris .",1
"it provides the grand , intelligent entertainment of a superior cast playing smart people amid a compelling plot .",0
"peter jackson has done the nearly impossible . he has improved upon the first and taken it a step further , richer and deeper . what jackson has done is proven that no amount of imagination , no creature , no fantasy story and no incredibly outlandish scenery",0
"an intelligent and sobering look at a person's self worth , and the measures he or she will take to restore it .",0
"certainly not a good movie , but it wasn't horrible either .",0
keith winds up on the phone with a popular radio psychiatrist ( kevin pollak ) who guides keith through what he cannot see on his own .,1
enjoy it for what it is ; you can hate yourself later .,0
"and then , did you ever let fear get in your way and keep you from having the person you've always wanted to be with ?",1
"this crafty little mystery/thriller deserves a wider audience -- if for no other reason than its attention to period detail , its subtlety and its emphasis on mood .",0
"both overstuffed and undernourished . . . the film can't be called a solid success , although there's plenty of evidence here to indicate clooney might have better luck next time .",0
coral reef adventure is a heavyweight film that fights a good fight on behalf of the world's endangered reefs -- and it lets the pictures do the punching .,0
"leaving her successful career and las vegas forever in order to build her family in a healthy environment was since long prevented by katherine hiller ( barbara carrera ) , her discoverer and business manager .",1
"whaley's performance is earnest and often riveting , but he should have taken a few lessons from his peers at amateur night .",0
"while [hill] has learned new tricks , the tricks alone are not enough to salvage this lifeless boxing film .",0
"a dedicated scientist , aided by his clueless wife , rolls up his shirt sleeves and tries to save the world from a radioactive monster , curious space aliens , an evil scientist and a crabby skeleton in this send-up of the best of the b movies of the 1950's .",1
watching the film is like reading a times portrait of grief that keeps shifting focus to the journalist who wrote it .,0
"a little girl uses her overactive imagination to turn her doll into a real live friend ; but when a monster kidnaps her doll , she must enter a dangerous , surreal world to find the monster and rescue her doll .",1
"[t]his beguiling belgian fable , very much its own droll and delicate little film , has some touching things to say about what is important in life and why .",0
he awakes to what appears to be the next morning only to find that he is one year into the future and is an escaped convict for the murder of his fianc&#233 ; e .,1
seymour 'sy' parrish has been doing photo development for 20 years .,1
exposing the ways we fool ourselves is one hour photo's real strength .,0
"based on a david leavitt story , the film shares that writer's usual blend of observant cleverness , too-facile coincidence and slightly noxious preciousness .",0
"unfortunately , as a writer , mr . montias isn't nearly as good to his crew as he is as a director or actor .",0
"though everything might be literate and smart , it never took off and always seemed static .",0
"in this action comedy feature film , 'superbob' utilizes his highflying karate mastery and investigative techniques to tackle the ruthless big yard .",1
. . . manages to fall closer in quality to silence than to the abysmal hannibal .,0
"these people , most of whom were american citizens , were taken from their homes and sent to "" relocation "" camps in desolate , isloated areas .",1
"this "" hitchcockian "" thriller tells the story of a young new york investment banker ( hartnett ) who becomes obsessed with a woman he sees in a cafe , believing her to be his long-lost love , following her home to her apartment , where he waits for her , going so far as to put his engagement on hold .",1
"the film follows three tracks : banks's slow recruitment of bennie , the set-up for the hit at a swank resort in mexico , and the fbi's close pursuit of banks , whom they want alive in hopes he'll rat out his bosses .",1
"his good looks , charm and overwhelming confidence captured the eye of screen legend norma shearer , who offered him a film role .",1
we live in world of sorrow and pain but all it takes is one person unafraid to make a difference .,1
"oblivious of all the differences of status and background , a bond that would never break grew between them .",1
"without [de niro] , city by the sea would slip under the waves . he drags it back , single-handed .",0
"at once somber and mysterious , comical and sad . it shows just how lonely a crowded city can be .",0
"he returns to chris who then sends him with the money he got from the drugs , to an old racist drunk gunrunner named harry , to buy a gun .",1
"following the gruesome murder of a young woman in her neighborhood , a self-determined woman living in new york city--as if to test the limits of her own safety--propels herself into an impossibly risky sexual liaison .",1
"he needs their help , figuring out why the vacationers are leaving mellow and sober .",1
"the task of stopping them falls to young detective danny berdan , a man not afraid of bending rules to apprehend his prey .",1
they persevere and in the end a startling surprise bubbles to the surface that changes everything .,1
"overwhelmed and excited about the big studio adventure ahead of him , alex moves into an apartment with two other up-n'-comings .",1
"she is sent to prison for life , and astrid has to go through foster home after foster home .",1
"we can't accuse kung pow for misfiring , since it is exactly what it wants to be : an atrociously , mind-numbingly , indescribably bad movie . unfortunately , we'd prefer a simple misfire .",0
it's gripping entertainment in a popular vein -- the police procedural -- that nevertheless follows no preconceived formulas .,0
on the right track to something that's creepy and effective . . . it's just going to take more than a man in a bullwinkle costume to get there .,0
"quirky and understated office comedy with crispin glover as the guy who would prefer not to work , but likes to hang around .",0
"he's lost his super powers , and it will take all of bachelorman's skill and cunning to get his lois lane back .",1
the first half bursts with a goofy energy previous disney films only used for a few minutes here and there .,0
"this is a story that zings all the way through with originality , humour and pathos .",0
"but when fred is fired , the well runs dry , and our heroes come up with a new plan : make their own "" adult "" film .",1
"the story focuses on an ambitious young executive , amanda , who inherits a lovely b&#38 ; b on a remote island in maine when her grandmother dies .",1
451 tries to help kyle adjust to this unfamiliar and violent world but kyle is a man destined to fight his own battles .,1
"in this emotionally compelling documentary , sister helen opens a private home for recovering addicts and alcoholics in the south bronx after the death of her husband and two sons .",1
"first time director sam jones documents the making of wilco's fourth studio album , yankee hotel foxtrot .",1
"this isn't a terrible film by any means , but it's also far from being a realized work .",0
"the journey to the secret's eventual discovery is a separate adventure , and thrill enough .",0
"this is the story of ryan , a thirty-something office worker , persecuted by his supervisor angela and under-appreciated his fianc&#233 ; e jo .",1
"the film is enriched by an imaginatively mixed cast of antic spirits , headed by christopher plummer as the subtlest and most complexly evil uncle ralph i've ever seen in the many film and stage adaptations of the work .",0
murbah swamp beer is a documentary about an event that could only happen in australia .,1
some body smacks of exhibitionism more than it does cathartic truth telling .,0
second in a three-part anthology on relationships between humans and aliens .,1
"he asks for the help of his arch-nemesis , dr . hannibal "" the cannibal "" lecter , so that he can be able to catch "" the tooth fairy "" and bring him to justice .",1
a funny and touching film that is gorgeously acted by a british cast to rival gosford park's .,0
"it's all gratuitous before long , as if schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story .",0
"when four kids stop for gas at a strange gas station/freak show/chicken stand on halloween eve , they get directions to a spooky local site from a very strange attendant whose intentions arent that clear , and the story begins from there .",1
"mary gilbert , head of the fbi internet investigations division , her team and her maladroit nephew are on the case .",1
it's jenny's wedding day - not a good day to realize you're not in love with the groom !,1
the republic of vermont lasted from 1777-1791 when it became the 14th state .,1
"downright transparent is the script's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a "" cooler "" pg-13 rating .",0
""" so you don't mind that you missed woodstock ? "" he asks a reluctant eric .",1
"from the late master filmmaker krzysztof kieslowski comes 'heaven' , the first installment of a trilogy .",1
"a subtle , humorous , illuminating study of politics , power and social mobility .",0
"stitch is a bad mannered , ugly and destructive little * * * * . no cute factor here . not that i mind ugly ; the problem is he has no character , loveable or otherwise .",0
"everything is set for the perfect weekend , until one of the guests stumbles across an old history of the house with the power to unleash the horrors of scotland's past .",1
"grant is certainly amusing , but the very hollowness of the character he plays keeps him at arms length",0
"if an oscar category existed for ensemble acting , the hours would unquestionably earn it . watching a trio of actors at the top of their game is a delight .",0
"led by the brilliant and sadistic chester lamb , the invaders are surprised to discover sam and the kids from the detention room are still inside the school .",1
stallone plays a cop who comes undone after witnessing a brutal scene on the job .,1
a plodding look at the french revolution through the eyes of aristocrats .,0
"a laboratory accident exposes bruce to both the radiation and the nanomeds , these combine with his unique genetics to unleash the hulk .",1
"the couch - considered holy because certain hasidic rabbis had slept on it - survived wwii and is in the filmmaker's great grandfather's house in rohod , a northeast hungarian town .",1
"speaking in terms of spectacle , craft , romance and humor , it's the movie to beat this summer .",0
"and having been with one woman his whole life , he loves to make silly jokes about how he , ami , steve , and claire should "" swap "" .",1
"mile zero is a story about a father with a remarkable capacity to love , but who lets fear and desperation rule his actions .",1
"but someone else has also returned to campus , and with a darker and altogether bloodier purpose in mind .",1
"it's another stale , kill-by-numbers flick , complete with blade-thin characters and terrible , pun-laden dialogue .",0
"he falls in love with a village girl , ayu , who has just arrived in the city after being betrayed by her boyfriend .",1
inspector mo eventually discovers through a tabloid magazine that a self-proclaimed psychic named shana had phoned a radio program on the day of the kidnapping to warn of the incident .,1
"thank goodness writer-director michael kalesniko found someone as verbally nimble as kenneth branagh to keep the whole enterprise afloat . he manages , but just barely .",0
"he hired angel . com to kill lui because lui opposed nunn's business plans , and also because nunn is carrying on a secret affair with lui's wife .",1
"the human stain is the story of coleman silk ( hopkins ) , a classics professor with a terrible secret that is about to shatter his life in a small new england town .",1
"they wander around japan in panda outfits , wreak havoc on a once civilized golf court , they even do stunts involving live alligators , and so on .",1
"for all its plot twists , and some of them verge on the bizarre as the film winds down , blood work is a strong , character-oriented piece .",0
"jack black will play dewey finn , a depressed musician that was recently fired from his band .",1
"it's all very cute , though not terribly funny if you're more than six years old .",0
"romy dispenses orders like a drill sergeant as they scramble southwest to round up the last two surviving members of eagle's wwii , b-17 bomber crew .",1
"however , ruby's encounters suffer from impotence and unexplained rashes .",1
"but too late or otherwise , love at first sight is exactly what happens .",1
"astonishing isn't the word -- neither is incompetent , incoherent or just plain crap . indeed , none of these words really gets at the very special type of badness that is deuces wild .",0
real problems arise when he awakes to discover that his right hand is missing .,1
"chasing life ( pulsa&#231 ; &#227 ; o zero ) is an action/comedy about 25 year old lovable loser alex who , when his life hits rock bottom and decides to end it all , shares his dogs euthanasia poison just moments before a dramatic turn of events sends him hilariously and desperately seeking the antidote which he must find within 4 hours or die .",1
most of the things that made the original men in black such a pleasure are still there .,0
"you really have to wonder how on earth anyone , anywhere could have thought they'd make audiences guffaw with a script as utterly diabolical as this .",0
"anmol comes to india with his father-in- law ( paresh rawal ) and the moment they step into india they are picked up by choto chhatri ( johny lever ) , who takes them to a local goon , eaida anna ( sunil shetty ) .",1
the movie's vision of a white american zealously spreading a puritanical brand of christianity to south seas islanders is one only a true believer could relish .,0
culkin turns his character into what is basically an anti-harry potter -- right down to the gryffindor scarf .,0
a turkish fortune-teller predicts that the girl will convalesce if somebody sacrifices his life for her .,1
t&#252 ; rlich accidentally stumbles across some information about his origin and decides to go to klein ischgl in austria .,1
"it's a humble effort , but spiced with wry humor and genuine pathos , especially between morgan and redgrave .",0
"the bland outweighs the nifty , and cletis tout never becomes the clever crime comedy it thinks it is .",0
what if your most controversial act turned out to be the most traditional thing in the world ?,1
"short stories revolving around a bar and a hotel in recife , unveil a mosaic of exotic characters living in the brazilian underground : a butcher married with an evangelical woman , a necrophile in love with a bar owner , a transvestite , and many others .",1
"[janey] forgets about her other obligations , leading to a tragedy which is somehow guessable from the first few minutes , maybe because it echoes the by now intolerable morbidity of so many recent movies .",0
""" issaquena "" chronicles the decay of a wealthy mississippi delta family in the 1930's .",1
"in jail she finally meets tabloid darling velma kelly , currently receiving huge media attention for the double murder she committed earlier in the tale .",1
he is increasingly tormented by his conscience as the new order of the day is revealed .,1
perhaps even the slc high command found writer-director mitch davis's wall of kitsch hard going .,0
this is a movie that made me smile for two hours straight .,0
"anchored by friel and williams's exceptional performances , the film's power lies in its complexity . nothing is black and white .",0
"many people believed max had a gift , but he was so upset by his mother dieing , that he purposely ignores his "" gift "" , until one day he has a disturbing dream about a girl being raped and kidnapped .",1
a mysterious video tape is killing off anyone who watches it .,1
a former eastern germany secret agent runs away fron his past and lands in m&#233 ; xico under a fake identity .,1
"in this sense it is merely a travelogue , yet there is so much more , spanning from the traditional to the avant-garde , from the sublime to the ridiculous , very different , highly original and with a unique zeitgeist narrative structure .",1
"finch must stop their wedding , but stifler refuses to tell him the date and locaction of the wedding .",1
"the country bears has no scenes that will upset or frighten young viewers . unfortunately , there is almost nothing in this flat effort that will amuse or entertain them , either .",0
"not only is it a charming , funny and beautifully crafted import , it uses very little dialogue , making it relatively effortless to read and follow the action at the same time .",0
"two friends purchase a winning lottery ticket , only to have it stolen by a woman while she is robbing the cafe in which they are having lunch .",1
"off the hook is overlong and not well-acted , but credit writer-producer-director adam watstein with finishing it at all .",0
"of course , this isn't the best idea , since it involves sneaking into gun-nut carl's house in the middle of the night .",1
"the story follows a year in the life of the hemples , a family that takes home schooling to an extreme - and has for generations .",1
it's disappointing when filmmakers throw a few big-name actors and cameos at a hokey script .,0
their letter has been received in whitehall and merton corroborates their heroic story .,1
"well-acted , well-directed and , for all its moodiness , not too pretentious .",0
"essentially , this is abel fererra's it's a wonderful life .",0
"it's a fractured story about a naive , impulsive , but above all else passionate man , one who will do anything for his family , who will stop at nothing to live his dream .",1
[allen] manages to breathe life into this somewhat tired premise .,0
the driver races to locate a kidnapped victim locked in the trunk of an abandoned car somewhere on the water's edge .,1
unfolds in a series of achronological vignettes whose cumulative effect is chilling .,0
the trials of henry kissinger is a remarkable piece of filmmaking  because you get it .,0
"when rodney is hired to kill a blackmailer who has dirt on a u . s . congressional candidate , it's just another dead body for a fat wad of cash .",1
"while not all transitions to adulthood are so fraught , there's much truth and no small amount of poetry in girls can't swim .",0
the movie is a lumbering load of hokum but . . . it's at least watchable .,0
"unlike trey parker , sandler doesn't understand that the idea of exploiting molestation for laughs is funny , not actually exploiting it yourself .",0
"with rare birds , as with the shipping news before it , an attempt is made to transplant a hollywood star into newfoundland's wild soil -- and the rock once again resists the intrusion .",0
"born and raised in the city , sang-woo quickly comes into conflict with his old-fashioned grandmother and his new rural surroundings .",1
based on frances mayes' memoir of the same name .,1
he's made a mistake and he's trying to pay for it but he doesn't know if there is enough money in the world .,1
"the story is risen out of the conflicts between the white anglo-saxon "" natives "" and the irish immigrants coming into the five points .",1
"believing that he is the "" world's greatest swordsman , "" juan antonio merrily accepts the challenge until he learns that the duel will be fought with pistols , not swords .",1
new york fashion designer melanie carmichael suddenly finds herself engaged to the city's most eligible bachelor .,1
calvin now has unbelievable basketball powers and has the chance to play for the nba .,1
"but someone breaks the link before they have finished and now a demon is trapped in their world and the only way to banish it , is for all the people who summoned it to die .",1
"when she arrives , mademoiselle c , with her never ending imagination , will accomplish a true revolution in the elementary school and especially in the group 6d .",1
"though an important political documentary , this does not really make the case the kissinger should be tried as a war criminal .",0
"this chicago has hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare .",0
"the movie , so briskly alert in details , is generic in its guiding ideas .",0
"it's the best film of the year so far , the benchmark against which all other best picture contenders should be measured .",0
"as they used to say in the 1950s sci-fi movies , signs is a tribute to shyamalan's gifts , which are such that we'll keep watching the skies for his next project .",0
the locale . . . remains far more interesting than the story at hand .,0
"set from his college student years , to his first victims , his capture , escape from prison ( twice ) , his final killing spree to his trial , conviction and execution .",1
"the film does a solid job of slowly , steadily building up to the climactic burst of violence .",0
"the ending doesn't work . . . but most of the movie works so well i'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .",0
"jim finally proposes to michelle , and both families gather for their upcoming wedding .",1
amaro soon discovers that corruption and the church are old acquaintances in los reyes .,1
they work things out ( somewhat ) during a night in the emergency room .,1
"a once powerful , but now ailing and remorseful father desperately seeks out his estranged son .",1
"maybe it's the star power of the cast or the redundant messages , but something aboul "" full frontal "" seems , well , contrived .",0
"full of bland hotels , highways , parking lots , with some glimpses of nature and family warmth , time out is a discreet moan of despair about entrapment in the maze of modern life .",0
"in this action-comedy , four twenty-something friends are looking for love and having no luck .",1
it's a rosy coming-of-age romp that refuses to see the horror even in the severed heads from the guillotine .,0
"awash with melancholy and disillusionment , it's a tall task to love hong kong .",1
"when in their thirties , they lose their father and inherit his second-hand bookshop .",1
14-year-old meredith attempts to maintain a religious vow of silence during a thanksgiving dinner with her agnostic family .,1
"he dwells in a world of external night--but the blackness is filled with sounds and scents , tastes and textures that most cannot perceive .",1
"as a good old-fashioned adventure for kids , spirit : stallion of the cimarron is a winner .",0
"in a fantasy life she lives through her sketchbook , laura's world is exotic , bright and enchanting .",1
"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense .",0
their love for each other is like a beacon in the storm .,1
one of the most depressing movie-going experiences i can think of is to sit through about 90 minutes of a so-called 'comedy' and not laugh once .,0
only those most addicted to film violence in all its forms will find anything here to appreciate .,0
"all that quickly changes when frodes father is going out with his new girlfriend mette , who hates children .",1
a waste of fearless purity in the acting craft .,0
"each has their reason for wanting to be there - fame , money , adventure .",1
"now &#38 ; forever is a dramatic contemporary love story combining elements of spirituality , heart and integrity .",1
matt ( patrick muldoon ) is haunted by the death of a girl from a car accident he caused years ago .,1
"john , and world-famous ice skating star , elena , are about to sign divorce papers when they realise that , in spite of everything happening around them , their love is worth fighting for .",1
"exquisitely nuanced in mood tics and dialogue , this chamber drama is superbly acted by the deeply appealing veteran bouquet and the chilling but quite human berling .",0
has just enough charm ( not to mention a sense of its own ridiculousness ) to stay afloat .,0
a hallmark film in an increasingly important film industry and worth the look .,0
"winnie is a free-spirited 15-year-old in a stuffy victorian household who stumbles on the tucks , a strange family hiding out on the family grounds .",1
"later on , when frode is safely tucked in bed , something is stirring in the closet , because that little monster puppet is no ordinary puppet .",1
frodo and sam take gollum prisoner and continue on to mordor on the mission to destroy the one ring .,1
"tykwer's surface flash isn't just a poor fit with kieslowski's lyrical pessimism ; it completely contradicts everything kieslowski's work aspired to , including the condition of art .",0
"adolescents will be adequately served by the movie's sophomoric blend of shenanigans and slapstick , although the more lascivious-minded might be disappointed in the relative modesty of a movie that sports a 'topless tutorial service . '",0
"jason must get back , therefore he gets a new and unique mask , and goes after the kids of elm street .",1
"deliberately and devotedly constructed , far from heaven is too picture postcard perfect , too neat and new pin-like , too obviously a recreation to resonate .",0
"but he meets cac&#225 ; 's brother , nando , who tries to convince him to take part in a scam .",1
"he lives his life in solitude , keeping his girlfriend at arm's length ; the closest relationship he maintains is with his partner , reg--and vincent makes sure that stops at the precinct door .",1
"de oliveira seems not only to have read john berger's famous essay on looking , but also to have taken it as his personal instruction manual for filmmaking .",0
true love is right around the corner as long as he doesn't lose sight of what he's looking for .,1
nomad explores the futility of insulating oneself from the sometimes painful reality of human interaction .,1
outrageousness is all plympton seemed to be going for this time . we miss the quirky amazement that used to come along for an integral part of the ride .,0
"american chai encourages rueful laughter at stereotypes only an indian-american would recognize . and the lesson , in the end , is nothing new .",0
"ever notice the similarities between steve "" the crocodile hunter "" irwin and boba fett ?",1
two brothers choose the opposite sides in a civil war of a small country .,1
"despite the rise in tensions , things appear to be going well until one of the women is found dead in the hot tub .",1
"no such thing may be far from perfect , but those small , odd hartley touches help you warm to it .",0
a new york city oil company troubleshooter is brought to a remote b . c .,1
. . . watching this film nearly provoked me to take my own life . and if the hours wins 'best picture' i just might .,0
"the story , bearing some resemblance to the fight club , is about an organized underground fight ring run by four bosses .",1
"area k is an israeli controlled marine zone isolating the gaza strip and preventing palestinian fishermen from entering israel , egypt and international waters .",1
"also , there are motorcyclists around to bring momentum to the players .",1
at its best early on as it plays the culture clashes between the brothers .,0
"it uses some of the figures from the real-life story to portray themselves in the film . the result is a powerful , naturally dramatic piece of low-budget filmmaking .",0
"throwing caution to the wind with an invitation to the hedonist in us all , nair has constructed this motion picture in such a way that even the most cynical curmudgeon with find himself or herself smiling at one time or another .",0
"a dull , somnambulant exercise in pretension whose pervasive quiet is broken by frequent outbursts of violence and noise .",0
"renée zellweger , catherine zeta-jones , richard gere , queen latifah and even sad-faced ol' john c . reilly will have you singin' and dancin' in the aisles .",0
"this is a visually stunning rumination on love , memory , history and the war between art and commerce .",0
"there are many things that solid acting can do for a movie , but crafting something promising from a mediocre screenplay is not one of them .",0
[diaz] can blunder into the crudest situations with such sweet innocence as to inspire giggles rather than groans .,0
"mostly , [goldbacher] just lets her complicated characters be unruly , confusing and , through it all , human .",0
there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way .,0
as well as a study of mepe's demise ; an american made dam that stopped the flow of the river which fishermen depended on for survival .,1
